No.,exprs,scores,qlib_exprs
48,"ts_mean(S_log1p(Ref((ts_max((10.0/((high-(10.0**high))-0.01)),30)*10.0),20)),5)",0.0385770238935947,"Mean((Sign(Ref((Max((10.0 / (($high - Power(10.0, $high)) - 0.01)), 30) * 10.0), 20)) * Log(1 + Abs(Ref((Max((10.0 / (($high - Power(10.0, $high)) - 0.01)), 30) * 10.0), 20)))), 5)"
8,"((1.0-(ts_med(ts_ema(ts_mean((Inv((open-10.0))+(10.0+high)),10),20),1)-1.0))**-10.0)",0.0381291136145591,"Power((1.0 - (Med(EMA(Mean(((1 / ($open - 10.0)) + (10.0 + $high)), 10), 20), 1) - 1.0)), -10.0)"
49,"((S_log1p(((S_log1p(((5.0-ts_mean(S_log1p(vwap),20))+-10.0))-(vwap**-0.5))-30.0))--10.0)*10.0)",0.037944596260786,"(((Sign((((Sign(((5.0 - Mean((Sign($vwap) * Log(1 + Abs($vwap))), 20)) + -10.0)) * Log(1 + Abs(((5.0 - Mean((Sign($vwap) * Log(1 + Abs($vwap))), 20)) + -10.0)))) - Power($vwap, -0.5)) - 30.0)) * Log(1 + Abs((((Sign(((5.0 - Mean((Sign($vwap) * Log(1 + Abs($vwap))), 20)) + -10.0)) * Log(1 + Abs(((5.0 - Mean((Sign($vwap) * Log(1 + Abs($vwap))), 20)) + -10.0)))) - Power($vwap, -0.5)) - 30.0)))) - -10.0) * 10.0)"
9,(-30.0/((((((high-5.0)+1.0)-5.0)**-2.0)*open)/volume)),0.0378226861357688,"(-30.0 / ((Power(((($high - 5.0) + 1.0) - 5.0), -2.0) * $open) / $volume))"
10,"Ref((S_log1p(S_log1p(ts_pctchange((1.0-close),50)))*30.0),30)",0.0377842299640178,"Ref(((Sign((Sign((((1.0 - $close) / Ref((1.0 - $close), 50)) - 1)) * Log(1 + Abs((((1.0 - $close) / Ref((1.0 - $close), 50)) - 1))))) * Log(1 + Abs((Sign((((1.0 - $close) / Ref((1.0 - $close), 50)) - 1)) * Log(1 + Abs((((1.0 - $close) / Ref((1.0 - $close), 50)) - 1))))))) * 30.0), 30)"
11,"ts_mean(S_log1p((S_log1p(S_log1p((Inv(S_log1p(S_log1p((S_log1p((2.0-(open+-0.01)))*-5.0))))+30.0)))+30.0)),50)",0.0376789830625057,"Mean((Sign(((Sign((Sign(((1 / (Sign((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0))))) * Log(1 + Abs((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)))))))) + 30.0)) * Log(1 + Abs(((1 / (Sign((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0))))) * Log(1 + Abs((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)))))))) + 30.0))))) * Log(1 + Abs((Sign(((1 / (Sign((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0))))) * Log(1 + Abs((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)))))))) + 30.0)) * Log(1 + Abs(((1 / (Sign((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0))))) * Log(1 + Abs((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)))))))) + 30.0))))))) + 30.0)) * Log(1 + Abs(((Sign((Sign(((1 / (Sign((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0))))) * Log(1 + Abs((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)))))))) + 30.0)) * Log(1 + Abs(((1 / (Sign((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0))))) * Log(1 + Abs((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)))))))) + 30.0))))) * Log(1 + Abs((Sign(((1 / (Sign((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0))))) * Log(1 + Abs((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)))))))) + 30.0)) * Log(1 + Abs(((1 / (Sign((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0))))) * Log(1 + Abs((Sign(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)) * Log(1 + Abs(((Sign((2.0 - ($open + -0.01))) * Log(1 + Abs((2.0 - ($open + -0.01))))) * -5.0)))))))) + 30.0))))))) + 30.0)))), 50)"
12,"(30.0**((ts_div(((high*(Inv(Ref(ts_med(high,30),10))**2.0))*0.01),20)*-0.5)**5.0))",0.0366677865386009,"Power(30.0, Power((((($high * Power((1 / Ref(Med($high, 30), 10)), 2.0)) * 0.01) / Ref((($high * Power((1 / Ref(Med($high, 30), 10)), 2.0)) * 0.01), 20)) * -0.5), 5.0))"
50,"(Ref(S_log1p(ts_sum((ts_delta(S_log1p((S_log1p((10.0**(open*-1.0)))+-0.01)),10)*30.0),10)),30)**10.0)",0.0364606045186519,"Power(Ref((Sign(Sum((Delta((Sign(((Sign(Power(10.0, ($open * -1.0))) * Log(1 + Abs(Power(10.0, ($open * -1.0))))) + -0.01)) * Log(1 + Abs(((Sign(Power(10.0, ($open * -1.0))) * Log(1 + Abs(Power(10.0, ($open * -1.0))))) + -0.01)))), 10) * 30.0), 10)) * Log(1 + Abs(Sum((Delta((Sign(((Sign(Power(10.0, ($open * -1.0))) * Log(1 + Abs(Power(10.0, ($open * -1.0))))) + -0.01)) * Log(1 + Abs(((Sign(Power(10.0, ($open * -1.0))) * Log(1 + Abs(Power(10.0, ($open * -1.0))))) + -0.01)))), 10) * 30.0), 10)))), 30), 10.0)"
13,"ts_sum(Inv(S_log1p(ts_mean(ts_sum(S_log1p((((Inv(S_log1p((0.5-open)))--0.5)*30.0)+10.0)),10),10))),30)",0.0362117253243923,"Sum((1 / (Sign(Mean(Sum((Sign(((((1 / (Sign((0.5 - $open)) * Log(1 + Abs((0.5 - $open))))) - -0.5) * 30.0) + 10.0)) * Log(1 + Abs(((((1 / (Sign((0.5 - $open)) * Log(1 + Abs((0.5 - $open))))) - -0.5) * 30.0) + 10.0)))), 10), 10)) * Log(1 + Abs(Mean(Sum((Sign(((((1 / (Sign((0.5 - $open)) * Log(1 + Abs((0.5 - $open))))) - -0.5) * 30.0) + 10.0)) * Log(1 + Abs(((((1 / (Sign((0.5 - $open)) * Log(1 + Abs((0.5 - $open))))) - -0.5) * 30.0) + 10.0)))), 10), 10))))), 30)"
14,"(ts_cov((S_log1p((ts_div(S_log1p((S_log1p(low)**Inv(high))),5)-1.0))/1.0),(1.0/low),20)+-30.0)",0.0359632261097431,"(Cov(((Sign((((Sign(Power((Sign($low) * Log(1 + Abs($low))), (1 / $high))) * Log(1 + Abs(Power((Sign($low) * Log(1 + Abs($low))), (1 / $high))))) / Ref((Sign(Power((Sign($low) * Log(1 + Abs($low))), (1 / $high))) * Log(1 + Abs(Power((Sign($low) * Log(1 + Abs($low))), (1 / $high))))), 5)) - 1.0)) * Log(1 + Abs((((Sign(Power((Sign($low) * Log(1 + Abs($low))), (1 / $high))) * Log(1 + Abs(Power((Sign($low) * Log(1 + Abs($low))), (1 / $high))))) / Ref((Sign(Power((Sign($low) * Log(1 + Abs($low))), (1 / $high))) * Log(1 + Abs(Power((Sign($low) * Log(1 + Abs($low))), (1 / $high))))), 5)) - 1.0)))) / 1.0), (1.0 / $low), 20) + -30.0)"
15,"((((Inv((30.0*(low+30.0)))+high)+30.0)*(ts_mean((-2.0-vwap),20)+0.5))**-10.0)",0.035325638949871,"Power(((((1 / (30.0 * ($low + 30.0))) + $high) + 30.0) * (Mean((-2.0 - $vwap), 20) + 0.5)), -10.0)"
16,"ts_min(S_log1p((S_log1p(ts_corr((S_log1p(S_log1p(S_log1p(S_log1p((-30.0*low)))))-10.0),volume,20))*5.0)),30)",0.0351941995322704,"Min((Sign(((Sign(Corr(((Sign((Sign((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low)))))))) * Log(1 + Abs((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))))))))) * Log(1 + Abs((Sign((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low)))))))) * Log(1 + Abs((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))))))))))) - 10.0), $volume, 20)) * Log(1 + Abs(Corr(((Sign((Sign((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low)))))))) * Log(1 + Abs((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))))))))) * Log(1 + Abs((Sign((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low)))))))) * Log(1 + Abs((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))))))))))) - 10.0), $volume, 20)))) * 5.0)) * Log(1 + Abs(((Sign(Corr(((Sign((Sign((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low)))))))) * Log(1 + Abs((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))))))))) * Log(1 + Abs((Sign((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low)))))))) * Log(1 + Abs((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))))))))))) - 10.0), $volume, 20)) * Log(1 + Abs(Corr(((Sign((Sign((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low)))))))) * Log(1 + Abs((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))))))))) * Log(1 + Abs((Sign((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low)))))))) * Log(1 + Abs((Sign((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))) * Log(1 + Abs((Sign((-30.0 * $low)) * Log(1 + Abs((-30.0 * $low))))))))))))) - 10.0), $volume, 20)))) * 5.0)))), 30)"
17,"ts_max(((Inv(S_log1p(S_log1p(((2.0-close)--0.01))))*-0.5)*-0.01),40)",0.0348598323762416,"Max((((1 / (Sign((Sign(((2.0 - $close) - -0.01)) * Log(1 + Abs(((2.0 - $close) - -0.01))))) * Log(1 + Abs((Sign(((2.0 - $close) - -0.01)) * Log(1 + Abs(((2.0 - $close) - -0.01)))))))) * -0.5) * -0.01), 40)"
18,"ts_mean(((0.5**(open*30.0))*(ts_div(((10.0-(Inv(open)-0.01))-30.0),40)+-5.0)),40)",0.0347635336220264,"Mean((Power(0.5, ($open * 30.0)) * ((((10.0 - ((1 / $open) - 0.01)) - 30.0) / Ref(((10.0 - ((1 / $open) - 0.01)) - 30.0), 40)) + -5.0)), 40)"
19,((S_log1p((Inv(((S_log1p((10.0+open))--0.5)-(-10.0/(vwap--0.01))))+0.5))*-2.0)/10.0),0.0344078801572322,(((Sign(((1 / (((Sign((10.0 + $open)) * Log(1 + Abs((10.0 + $open)))) - -0.5) - (-10.0 / ($vwap - -0.01)))) + 0.5)) * Log(1 + Abs(((1 / (((Sign((10.0 + $open)) * Log(1 + Abs((10.0 + $open)))) - -0.5) - (-10.0 / ($vwap - -0.01)))) + 0.5)))) * -2.0) / 10.0)
51,"(ts_mean((30.0**ts_corr(open,S_log1p(((Inv(((2.0+high)/-2.0))*volume)*-30.0)),40)),50)+5.0)",0.0343573726713657,"(Mean(Power(30.0, Corr($open, (Sign((((1 / ((2.0 + $high) / -2.0)) * $volume) * -30.0)) * Log(1 + Abs((((1 / ((2.0 + $high) / -2.0)) * $volume) * -30.0)))), 40)), 50) + 5.0)"
20,"(Inv((Inv(ts_pctchange(Inv((Ref(((30.0*high)-10.0),20)-30.0)),30))/10.0))/-2.0)",0.0342511422932148,"((1 / ((1 / (((1 / (Ref(((30.0 * $high) - 10.0), 20) - 30.0)) / Ref((1 / (Ref(((30.0 * $high) - 10.0), 20) - 30.0)), 30)) - 1)) / 10.0)) / -2.0)"
52,"((S_log1p(ts_ema((ts_delta(Inv((Inv(Ref((5.0**close),40))+-2.0)),10)*10.0),20))*-30.0)**10.0)",0.0342286042869091,"Power(((Sign(EMA((Delta((1 / ((1 / Ref(Power(5.0, $close), 40)) + -2.0)), 10) * 10.0), 20)) * Log(1 + Abs(EMA((Delta((1 / ((1 / Ref(Power(5.0, $close), 40)) + -2.0)), 10) * 10.0), 20)))) * -30.0), 10.0)"
21,"ts_std((ts_pctchange((Inv((((30.0+ts_var(S_log1p(close),20))**30.0)**10.0))-30.0),40)+S_log1p(volume)),30)",0.0342082940042018,"Std((((((1 / Power(Power((30.0 + Var((Sign($close) * Log(1 + Abs($close))), 20)), 30.0), 10.0)) - 30.0) / Ref(((1 / Power(Power((30.0 + Var((Sign($close) * Log(1 + Abs($close))), 20)), 30.0), 10.0)) - 30.0), 40)) - 1) + (Sign($volume) * Log(1 + Abs($volume)))), 30)"
22,"Ref(S_log1p((ts_mad(Inv((((S_log1p((10.0-(open*10.0)))*-5.0)-10.0)/-2.0)),50)+-5.0)),50)",0.0335101373493671,"Ref((Sign((Mad((1 / ((((Sign((10.0 - ($open * 10.0))) * Log(1 + Abs((10.0 - ($open * 10.0))))) * -5.0) - 10.0) / -2.0)), 50) + -5.0)) * Log(1 + Abs((Mad((1 / ((((Sign((10.0 - ($open * 10.0))) * Log(1 + Abs((10.0 - ($open * 10.0))))) * -5.0) - 10.0) / -2.0)), 50) + -5.0)))), 50)"
53,"ts_sum(S_log1p(Ref((ts_delta(S_log1p((S_log1p((30.0*(close*1.0)))+-0.5)),50)+30.0),10)),30)",0.0335026755928993,"Sum((Sign(Ref((Delta((Sign(((Sign((30.0 * ($close * 1.0))) * Log(1 + Abs((30.0 * ($close * 1.0))))) + -0.5)) * Log(1 + Abs(((Sign((30.0 * ($close * 1.0))) * Log(1 + Abs((30.0 * ($close * 1.0))))) + -0.5)))), 50) + 30.0), 10)) * Log(1 + Abs(Ref((Delta((Sign(((Sign((30.0 * ($close * 1.0))) * Log(1 + Abs((30.0 * ($close * 1.0))))) + -0.5)) * Log(1 + Abs(((Sign((30.0 * ($close * 1.0))) * Log(1 + Abs((30.0 * ($close * 1.0))))) + -0.5)))), 50) + 30.0), 10)))), 30)"
23,"(ts_wma(Inv((Inv((Inv((S_log1p((Inv((30.0**high))/10.0))*-1.0))**-5.0))-30.0)),50)*30.0)",0.033409010618925,"(WMA((1 / ((1 / Power((1 / ((Sign(((1 / Power(30.0, $high)) / 10.0)) * Log(1 + Abs(((1 / Power(30.0, $high)) / 10.0)))) * -1.0)), -5.0)) - 30.0)), 50) * 30.0)"
24,"((ts_sum(((((Inv(((high*0.01)/10.0))/2.0)/-10.0)/-0.01)+low),40)-10.0)/5.0)",0.0330710299313068,"((Sum((((((1 / (($high * 0.01) / 10.0)) / 2.0) / -10.0) / -0.01) + $low), 40) - 10.0) / 5.0)"
54,"ts_std(Ref(Inv((ts_wma(((((10.0*vwap)**open)/0.5)-30.0),5)**5.0)),40),20)",0.0327421687543392,"Std(Ref((1 / Power(WMA(((Power((10.0 * $vwap), $open) / 0.5) - 30.0), 5), 5.0)), 40), 20)"
25,(((30.0-low)*close)**0.5),0.0327389799058437,"Power(((30.0 - $low) * $close), 0.5)"
26,"((Inv(S_log1p(Inv(((30.0**ts_ema(open,20))--0.5))))**-0.01)+(((-2.0/low)+5.0)/1.0))",0.0324370563030242,"(Power((1 / (Sign((1 / (Power(30.0, EMA($open, 20)) - -0.5))) * Log(1 + Abs((1 / (Power(30.0, EMA($open, 20)) - -0.5)))))), -0.01) + (((-2.0 / $low) + 5.0) / 1.0))"
27,"S_log1p((ts_max(ts_div(ts_ema(S_log1p((ts_min(Inv((-5.0*open)),30)+10.0)),20),30),20)-1.0))",0.0318623855710029,"(Sign((Max((EMA((Sign((Min((1 / (-5.0 * $open)), 30) + 10.0)) * Log(1 + Abs((Min((1 / (-5.0 * $open)), 30) + 10.0)))), 20) / Ref(EMA((Sign((Min((1 / (-5.0 * $open)), 30) + 10.0)) * Log(1 + Abs((Min((1 / (-5.0 * $open)), 30) + 10.0)))), 20), 30)), 20) - 1.0)) * Log(1 + Abs((Max((EMA((Sign((Min((1 / (-5.0 * $open)), 30) + 10.0)) * Log(1 + Abs((Min((1 / (-5.0 * $open)), 30) + 10.0)))), 20) / Ref(EMA((Sign((Min((1 / (-5.0 * $open)), 30) + 10.0)) * Log(1 + Abs((Min((1 / (-5.0 * $open)), 30) + 10.0)))), 20), 30)), 20) - 1.0))))"
28,"ts_std(Inv(((Inv(ts_min(ts_delta((Inv((10.0+(open*0.5)))/10.0),10),50))/5.0)+2.0)),40)",0.0318465195596218,"Std((1 / (((1 / Min(Delta(((1 / (10.0 + ($open * 0.5))) / 10.0), 10), 50)) / 5.0) + 2.0)), 40)"
29,"ts_sum(Inv((ts_pctchange((((30.0+(open+30.0))*(5.0/(open*-0.5)))+10.0),40)+-5.0)),40)",0.0316047519445419,"Sum((1 / ((((((30.0 + ($open + 30.0)) * (5.0 / ($open * -0.5))) + 10.0) / Ref((((30.0 + ($open + 30.0)) * (5.0 / ($open * -0.5))) + 10.0), 40)) - 1) + -5.0)), 40)"
30,"ts_med(S_log1p(ts_std(S_log1p((Inv((2.0-close))-30.0)),20)),20)",0.0311891473829746,"Med((Sign(Std((Sign(((1 / (2.0 - $close)) - 30.0)) * Log(1 + Abs(((1 / (2.0 - $close)) - 30.0)))), 20)) * Log(1 + Abs(Std((Sign(((1 / (2.0 - $close)) - 30.0)) * Log(1 + Abs(((1 / (2.0 - $close)) - 30.0)))), 20)))), 20)"
31,"ts_max(ts_var((((S_log1p(S_log1p(((10.0/vwap)-0.5)))/-2.0)-ts_wma(S_log1p(volume),50))--10.0),30),10)",0.0311758425086736,"Max(Var(((((Sign((Sign(((10.0 / $vwap) - 0.5)) * Log(1 + Abs(((10.0 / $vwap) - 0.5))))) * Log(1 + Abs((Sign(((10.0 / $vwap) - 0.5)) * Log(1 + Abs(((10.0 / $vwap) - 0.5))))))) / -2.0) - WMA((Sign($volume) * Log(1 + Abs($volume))), 50)) - -10.0), 30), 10)"
32,"S_log1p((S_log1p(ts_mean(S_log1p(S_log1p((Inv(ts_min(S_log1p(ts_std(S_log1p((-30.0+close)),20)),40))--10.0))),30))**-0.01))",0.0311294328421354,"(Sign(Power((Sign(Mean((Sign((Sign(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0)) * Log(1 + Abs(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0))))) * Log(1 + Abs((Sign(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0)) * Log(1 + Abs(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0))))))), 30)) * Log(1 + Abs(Mean((Sign((Sign(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0)) * Log(1 + Abs(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0))))) * Log(1 + Abs((Sign(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0)) * Log(1 + Abs(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0))))))), 30)))), -0.01)) * Log(1 + Abs(Power((Sign(Mean((Sign((Sign(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0)) * Log(1 + Abs(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0))))) * Log(1 + Abs((Sign(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0)) * Log(1 + Abs(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0))))))), 30)) * Log(1 + Abs(Mean((Sign((Sign(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0)) * Log(1 + Abs(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0))))) * Log(1 + Abs((Sign(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0)) * Log(1 + Abs(((1 / Min((Sign(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)) * Log(1 + Abs(Std((Sign((-30.0 + $close)) * Log(1 + Abs((-30.0 + $close)))), 20)))), 40)) - -10.0))))))), 30)))), -0.01))))"
33,"(((S_log1p((ts_corr((30.0*volume),((-30.0*Inv(open))+30.0),50)+30.0))/-30.0)/-10.0)+30.0)",0.0310863759368658,"((((Sign((Corr((30.0 * $volume), ((-30.0 * (1 / $open)) + 30.0), 50) + 30.0)) * Log(1 + Abs((Corr((30.0 * $volume), ((-30.0 * (1 / $open)) + 30.0), 50) + 30.0)))) / -30.0) / -10.0) + 30.0)"
